Ano;Departamentos;Distritos;provincia;Región natural;Maxepi Week;Semana;Maxyear;Muerte Mat;Geometría;Mmaterna1;Mmaterna2
2017;CUSCO;COMBAPATA;CANCHIS;SIERRA;16;51;2021;1;Polygon;1;
2017;CUSCO;PISAC;CALCA;SIERRA;16;50;2021;1;Polygon;1;
2017;CUSCO;PAUCARTAMBO;PAUCARTAMBO;SIERRA;16;35;2021;1;Polygon;;1
2017;CUSCO;PALLPATA;ESPINAR;SIERRA;16;22;2021;1;Polygon;1;
2017;CUSCO;MARCAPATA;QUISPICANCHI;SIERRA;16;16;2021;1;Polygon;1;
2017;CUSCO;TUPAC AMARU;CANAS;SIERRA;16;12;2021;1;Polygon;1;
2016;CUSCO;VILCABAMBA;LA CONVENCION;SIERRA;16;47;2021;1;Polygon;1;
2016;CUSCO;KOSÑIPATA;PAUCARTAMBO;SELVA;16;29;2021;1;Polygon;;1
2016;CUSCO;LAMAY;CALCA;SIERRA;16;27;2021;1;Polygon;;1
2016;CUSCO;SAN SEBASTIAN;CUSCO;SIERRA;16;10;2021;1;Polygon;1;
2015;CUSCO;SAYLLA;CUSCO;SIERRA;16;47;2021;1;Polygon;1;
2015;CUSCO;CCATCA;QUISPICANCHI;SIERRA;16;43;2021;1;Polygon;;1
2015;CUSCO;OCONGATE;QUISPICANCHI;SIERRA;16;36;2021;1;Polygon;;1
2013;CUSCO;CHALLABAMBA;PAUCARTAMBO;SIERRA;16;47;2021;1;Polygon;1;
2013;CUSCO;SANTIAGO;CUSCO;SIERRA;16;41;2021;1;Polygon;1;
2013;CUSCO;SAN SEBASTIAN;CUSCO;SIERRA;16;39;2021;1;Polygon;1;
2013;CUSCO;PAUCARTAMBO;PAUCARTAMBO;SIERRA;16;36;2021;1;Polygon;;1
2013;CUSCO;SICUANI;CANCHIS;SIERRA;16;35;2021;1;Polygon;1;
2013;MADRE DE DIOS;HUEPETUHE;MANU;SELVA;16;30;2021;1;Polygon;;1
2013;CUSCO;CCARHUAYO;QUISPICANCHI;SIERRA;16;30;2021;1;Polygon;;1
2013;CUSCO;SICUANI;CANCHIS;SIERRA;16;30;2021;1;Polygon;1;
2013;CUSCO;OCONGATE;QUISPICANCHI;SIERRA;16;17;2021;1;Polygon;;1
2013;APURIMAC;PATAYPAMPA;GRAU;SIERRA;16;14;2021;1;Polygon;1;
2013;CUSCO;ESPINAR;ESPINAR;SIERRA;16;11;2021;1;Polygon;1;
2012;CUSCO;CCATCA;QUISPICANCHI;SIERRA;16;50;2021;1;Polygon;;1
2012;APURIMAC;COTABAMBAS;COTABAMBAS;SIERRA;16;49;2021;1;Polygon;;1
2012;CUSCO;SAN SEBASTIAN;CUSCO;SIERRA;16;44;2021;1;Polygon;1;
2012;CUSCO;POMACANCHI;ACOMAYO;SIERRA;16;18;2021;1;Polygon;1;
2012;CUSCO;SANTIAGO;CUSCO;SIERRA;16;16;2021;1;Polygon;1;
2012;CUSCO;PITUMARCA;CANCHIS;SIERRA;16;4;2021;1;Polygon;1;
2015;CUSCO;SANTIAGO;CUSCO;SIERRA;16;24;2021;1;Polygon;;1
2015;CUSCO;ECHARATE;LA CONVENCION;SELVA;16;19;2021;1;Polygon;;1
2015;CUSCO;ESPINAR;ESPINAR;SIERRA;16;19;2021;1;Polygon;1;
2015;CUSCO;OLLANTAYTAMBO;URUBAMBA;SIERRA;16;15;2021;1;Polygon;1;
2015;CUSCO;VELILLE;CHUMBIVILCAS;SIERRA;16;14;2021;1;Polygon;1;
2015;CUSCO;VILCABAMBA;LA CONVENCION;SIERRA;16;13;2021;1;Polygon;;1
2014;CUSCO;OMACHA;PARURO;SIERRA;16;43;2021;1;Polygon;1;
2014;APURIMAC;TAMBOBAMBA;COTABAMBAS;SIERRA;16;3;2021;1;Polygon;1;
2014;CUSCO;LIVITACA;CHUMBIVILCAS;SIERRA;16;3;2021;1;Polygon;1;
2014;CUSCO;SANTIAGO;CUSCO;SIERRA;16;26;2021;1;Polygon;;1
2014;CUSCO;LARES;CALCA;SIERRA;16;13;2021;1;Polygon;1;
2019;CUSCO;CUSCO;CUSCO;SIERRA;16;28;2021;1;Polygon;;1
2021;CUSCO;ANCAHUASI;ANTA;SIERRA;16;9;2021;1;Polygon;1;
2021;CUSCO;CUSCO;CUSCO;SIERRA;16;2;2021;1;Polygon;1;
2019;CUSCO;COLQUEMARCA;CHUMBIVILCAS;SIERRA;16;28;2021;1;Polygon;1;
2019;CUSCO;SANTIAGO;CUSCO;SIERRA;16;27;2021;1;Polygon;;1
2018;CUSCO;ECHARATE;LA CONVENCION;SELVA;16;48;2021;1;Polygon;1;
2018;CUSCO;SANTO TOMAS;CHUMBIVILCAS;SIERRA;16;13;2021;1;Polygon;1;
2017;CUSCO;YUCAY;URUBAMBA;SIERRA;16;7;2021;1;Polygon;1;
2017;CUSCO;SANTIAGO;CUSCO;SIERRA;16;38;2021;1;Polygon;1;
2017;CUSCO;SAN SEBASTIAN;CUSCO;SIERRA;16;21;2021;1;Polygon;1;
2017;CUSCO;CUSCO;CUSCO;SIERRA;16;20;2021;1;Polygon;;1
2017;CUSCO;SANTIAGO;CUSCO;SIERRA;16;15;2021;1;Polygon;;1
2017;CUSCO;SANTA ANA;LA CONVENCION;SELVA;16;1;2021;1;Polygon;1;
2016;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;SELVA;16;52;2021;1;Polygon;;1
2016;CUSCO;LIMATAMBO;ANTA;SIERRA;16;33;2021;1;Polygon;1;
2016;CUSCO;ZURITE;ANTA;SIERRA;16;17;2021;1;Polygon;1;
2015;CUSCO;CUSCO;CUSCO;SIERRA;16;40;2021;1;Polygon;1;
2013;CUSCO;COLQUEMARCA;CHUMBIVILCAS;SIERRA;16;27;2021;1;Polygon;1;
2013;CUSCO;ANTA;ANTA;SIERRA;16;20;2021;1;Polygon;1;
2013;CUSCO;SICUANI;CANCHIS;SIERRA;16;14;2021;1;Polygon;;1
2013;MADRE DE DIOS;INAMBARI;TAMBOPATA;SELVA;16;9;2021;1;Polygon;1;
2012;CUSCO;SANTIAGO;CUSCO;SIERRA;16;48;2021;1;Polygon;;1
2012;CUSCO;YAURISQUE;PARURO;SIERRA;16;42;2021;1;Polygon;1;
2012;CUSCO;POMACANCHI;ACOMAYO;SIERRA;16;26;2021;1;Polygon;1;
2012;APURIMAC;CURAHUASI;ABANCAY;SIERRA;16;3;2021;1;Polygon;1;
2014;CUSCO;CCORCA;CUSCO;SIERRA;16;46;2021;1;Polygon;1;
2014;CUSCO;SAN SEBASTIAN;CUSCO;SIERRA;16;42;2021;1;Polygon;1;
2014;CUSCO;VILCABAMBA;LA CONVENCION;SIERRA;16;41;2021;1;Polygon;;1
2014;CUSCO;POROY;CUSCO;SIERRA;16;41;2021;1;Polygon;1;
2014;CUSCO;CUSCO;CUSCO;SIERRA;16;40;2021;1;Polygon;1;
2014;CUSCO;CUSCO;CUSCO;SIERRA;16;38;2021;1;Polygon;;1
2014;CUSCO;SANTIAGO;CUSCO;SIERRA;16;3;2021;1;Polygon;;1
2014;CUSCO;SAN SEBASTIAN;CUSCO;SIERRA;16;29;2021;1;Polygon;1;
2017;CUSCO;SANTIAGO;CUSCO;SIERRA;16;21;2021;1;Polygon;1;
2021;CUSCO;CHAMACA;CHUMBIVILCAS;SIERRA;16;5;2021;1;Polygon;1;
2019;CUSCO;WANCHAQ;CUSCO;SIERRA;16;48;2021;1;Polygon;1;
2017;CUSCO;SICUANI;CANCHIS;SIERRA;16;51;2021;1;Polygon;1;
2017;CUSCO;SANTIAGO;CUSCO;SIERRA;16;49;2021;1;Polygon;;1
2017;CUSCO;SAN SEBASTIAN;CUSCO;SIERRA;16;37;2021;1;Polygon;;1
2017;CUSCO;CALCA;CALCA;SIERRA;16;29;2021;1;Polygon;1;
2017;CUSCO;CUSCO;CUSCO;SIERRA;16;12;2021;1;Polygon;1;
2016;CUSCO;SICUANI;CANCHIS;SIERRA;16;39;2021;1;Polygon;1;
2016;CUSCO;URUBAMBA;URUBAMBA;SIERRA;16;33;2021;1;Polygon;;1
2013;CUSCO;WANCHAQ;CUSCO;SIERRA;16;34;2021;1;Polygon;;1
2014;CUSCO;SAN SEBASTIAN;CUSCO;SIERRA;16;39;2021;1;Polygon;1;
2014;CUSCO;CUSCO;CUSCO;SIERRA;16;15;2021;1;Polygon;1;
2012;CUSCO;POMACANCHI;ACOMAYO;SIERRA;16;12;2021;1;Polygon;;1
2013;CUSCO;RONDOCAN;ACOMAYO;SIERRA;16;48;2021;1;Polygon;1;
2013;CUSCO;ANTA;ANTA;SIERRA;16;8;2021;1;Polygon;;1
2014;CUSCO;ANTA;ANTA;SIERRA;16;49;2021;1;Polygon;;1
2014;CUSCO;CHINCHAYPUJIO;ANTA;SIERRA;16;22;2021;1;Polygon;;1
2018;CUSCO;PUCYURA;ANTA;SIERRA;16;18;2021;1;Polygon;1;
2017;CUSCO;LAMAY;CALCA;SIERRA;16;28;2021;1;Polygon;1;
2012;CUSCO;LARES;CALCA;SIERRA;16;27;2021;1;Polygon;1;
2016;CUSCO;PISAC;CALCA;SIERRA;16;48;2021;1;Polygon;1;
2018;CUSCO;WANCHAQ;CUSCO;SIERRA;16;42;2021;1;Polygon;;1
2016;CUSCO;YANATILE;CALCA;SELVA;16;48;2021;1;Polygon;1;
2014;CUSCO;YANAOCA;CANAS;SIERRA;16;22;2021;1;Polygon;;1
2014;CUSCO;KUNTURKANKI;CANAS;SIERRA;16;3;2021;1;Polygon;1;
2012;CUSCO;LANGUI;CANAS;SIERRA;16;26;2021;1;Polygon;1;
2019;CUSCO;SICUANI;CANCHIS;SIERRA;16;5;2021;1;Polygon;1;
2013;CUSCO;SICUANI;CANCHIS;SIERRA;16;31;2021;1;Polygon;1;
2016;CUSCO;SICUANI;CANCHIS;SIERRA;16;47;2021;1;Polygon;1;
2013;CUSCO;PITUMARCA;CANCHIS;SIERRA;16;6;2021;1;Polygon;1;
2015;CUSCO;CHECACUPE;CANCHIS;SIERRA;16;44;2021;1;Polygon;1;
2017;CUSCO;SAN PEDRO;CANCHIS;SIERRA;16;1;2021;1;Polygon;1;
2012;CUSCO;CAPACMARCA;CHUMBIVILCAS;SIERRA;16;23;2021;1;Polygon;1;
2015;CUSCO;SANTO TOMAS;CHUMBIVILCAS;SIERRA;16;21;2021;1;Polygon;1;
2014;CUSCO;SANTO TOMAS;CHUMBIVILCAS;SIERRA;16;30;2021;1;Polygon;;1
2017;CUSCO;SANTO TOMAS;CHUMBIVILCAS;SIERRA;16;35;2021;1;Polygon;1;
2016;AREQUIPA;OCOÑA;CAMANA;COSTA;16;2;2021;1;Polygon;1;
2012;CUSCO;SANTO TOMAS;CHUMBIVILCAS;SIERRA;16;51;2021;1;Polygon;;1
2013;CUSCO;CHAMACA;CHUMBIVILCAS;SIERRA;16;21;2021;1;Polygon;1;
2016;CUSCO;LLUSCO;CHUMBIVILCAS;SIERRA;16;6;2021;1;Polygon;;1
2018;CUSCO;LLUSCO;CHUMBIVILCAS;SIERRA;16;32;2021;1;Polygon;1;
2015;CUSCO;VELILLE;CHUMBIVILCAS;SIERRA;16;4;2021;1;Polygon;1;
2015;CUSCO;VELILLE;CHUMBIVILCAS;SIERRA;16;3;2021;1;Polygon;;1
2016;CUSCO;COPORAQUE;ESPINAR;SIERRA;16;8;2021;1;Polygon;1;
2016;CUSCO;ESPINAR;ESPINAR;SIERRA;16;5;2021;1;Polygon;1;
2012;CUSCO;COPORAQUE;ESPINAR;SIERRA;16;9;2021;1;Polygon;1;
2014;CUSCO;ESPINAR;ESPINAR;SIERRA;16;35;2021;1;Polygon;1;
2014;CUSCO;ESPINAR;ESPINAR;SIERRA;16;27;2021;1;Polygon;;1
2012;CUSCO;LIVITACA;CHUMBIVILCAS;SIERRA;16;38;2021;1;Polygon;1;
2016;CUSCO;PALLPATA;ESPINAR;SIERRA;16;46;2021;1;Polygon;;1
2017;CUSCO;SANTA ANA;LA CONVENCION;SELVA;16;28;2021;1;Polygon;1;
2015;CUSCO;ECHARATE;LA CONVENCION;SELVA;16;21;2021;1;Polygon;;1
2012;CUSCO;SANTA ANA;LA CONVENCION;SELVA;16;40;2021;1;Polygon;1;
2014;CUSCO;ECHARATE;LA CONVENCION;SELVA;16;24;2021;1;Polygon;1;
2012;CUSCO;ECHARATE;LA CONVENCION;SELVA;16;45;2021;1;Polygon;1;
2019;CUSCO;MEGANTONI;LA CONVENCION;;16;44;2021;1;Polygon;1;
2018;CUSCO;ECHARATE;LA CONVENCION;SELVA;16;10;2021;1;Polygon;1;
2012;CUSCO;ECHARATE;LA CONVENCION;SELVA;16;30;2021;1;Polygon;1;
2014;CUSCO;ECHARATE;LA CONVENCION;SELVA;16;50;2021;1;Polygon;1;
2016;CUSCO;ECHARATE;LA CONVENCION;SELVA;16;49;2021;1;Polygon;1;
2017;CUSCO;MEGANTONI;LA CONVENCION;;16;27;2021;1;Polygon;1;
2014;CUSCO;QUELLOUNO;LA CONVENCION;SELVA;16;6;2021;1;Polygon;1;
2017;CUSCO;PICHARI;LA CONVENCION;SELVA;16;5;2021;1;Polygon;;1
2017;CUSCO;KIMBIRI;LA CONVENCION;SELVA;16;38;2021;1;Polygon;1;
2016;CUSCO;KIMBIRI;LA CONVENCION;SELVA;16;29;2021;1;Polygon;;1
2014;CUSCO;PICHARI;LA CONVENCION;SELVA;16;33;2021;1;Polygon;;1
2018;CUSCO;VILCABAMBA;LA CONVENCION;SIERRA;16;46;2021;1;Polygon;1;
2012;CUSCO;PICHARI;LA CONVENCION;SELVA;16;29;2021;1;Polygon;;1
2016;CUSCO;PICHARI;LA CONVENCION;SELVA;16;36;2021;1;Polygon;1;
2014;CUSCO;HUANOQUITE;PARURO;SIERRA;16;4;2021;1;Polygon;1;
2015;CUSCO;PAUCARTAMBO;PAUCARTAMBO;SIERRA;16;20;2021;1;Polygon;1;
2013;CUSCO;CHALLABAMBA;PAUCARTAMBO;SIERRA;16;23;2021;1;Polygon;;1
2014;CUSCO;HUANCARANI;PAUCARTAMBO;SIERRA;16;51;2021;1;Polygon;;1
2018;MADRE DE DIOS;MANU;MANU;SELVA;16;37;2021;1;Polygon;1;
2017;MADRE DE DIOS;LABERINTO;TAMBOPATA;SELVA;16;32;2021;1;Polygon;1;
2018;CUSCO;ANDAHUAYLILLAS;QUISPICANCHI;SIERRA;16;41;2021;1;Polygon;;1
2016;CUSCO;CCARHUAYO;QUISPICANCHI;SIERRA;16;38;2021;1;Polygon;1;
2014;CUSCO;CCATCA;QUISPICANCHI;SIERRA;16;29;2021;1;Polygon;1;
2015;CUSCO;OCONGATE;QUISPICANCHI;SIERRA;16;51;2021;1;Polygon;;1
2016;CUSCO;OCONGATE;QUISPICANCHI;SIERRA;16;46;2021;1;Polygon;1;
2013;CUSCO;OCONGATE;QUISPICANCHI;SIERRA;16;32;2021;1;Polygon;1;
2015;CUSCO;HUAYLLABAMBA;URUBAMBA;SIERRA;16;4;2021;1;Polygon;1;
2021;HUANCAVELICA;ACORIA;HUANCAVELICA;SIERRA;16;11;2021;1;Polygon;1;
2018;JUNIN;SICAYA;HUANCAYO;SIERRA;16;24;2021;1;Polygon;;1
2017;HUANCAVELICA;ACOBAMBA;ACOBAMBA;SIERRA;16;50;2021;1;Polygon;1;
2016;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;SIERRA;16;3;2021;1;Polygon;1;
2013;HUANCAVELICA;YAULI;HUANCAVELICA;SIERRA;16;25;2021;1;Polygon;1;
2013;HUANCAVELICA;HUANDO;HUANCAVELICA;SIERRA;16;20;2021;1;Polygon;;1
2014;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;SIERRA;16;48;2021;1;Polygon;1;
2012;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;SIERRA;16;31;2021;1;Polygon;;1
2014;HUANCAVELICA;YAULI;HUANCAVELICA;SIERRA;16;23;2021;1;Polygon;1;
2015;JUNIN;CHILCA;HUANCAYO;SIERRA;16;51;2021;1;Polygon;;1
2017;HUANCAVELICA;YAULI;HUANCAVELICA;SIERRA;16;39;2021;1;Polygon;1;
2012;HUANCAVELICA;HUANDO;HUANCAVELICA;SIERRA;16;22;2021;1;Polygon;1;
2017;HUANCAVELICA;ACOBAMBA;ACOBAMBA;SIERRA;16;6;2021;1;Polygon;;1
2015;HUANCAVELICA;PAUCARA;ACOBAMBA;SIERRA;16;28;2021;1;Polygon;1;
2017;HUANCAVELICA;PAUCARA;ACOBAMBA;SIERRA;16;22;2021;1;Polygon;;1
2012;HUANCAVELICA;PAUCARA;ACOBAMBA;SIERRA;16;16;2021;1;Polygon;1;
2019;HUANCAVELICA;LIRCAY;ANGARAES;SIERRA;16;18;2021;1;Polygon;1;
2017;HUANCAVELICA;LIRCAY;ANGARAES;SIERRA;16;4;2021;1;Polygon;1;
2017;HUANCAVELICA;LIRCAY;ANGARAES;SIERRA;16;18;2021;1;Polygon;1;
2012;HUANCAVELICA;LIRCAY;ANGARAES;SIERRA;16;45;2021;1;Polygon;;1
2014;HUANCAVELICA;LIRCAY;ANGARAES;SIERRA;16;9;2021;1;Polygon;;1
2017;HUANCAVELICA;AURAHUA;CASTROVIRREYNA;SIERRA;16;45;2021;1;Polygon;1;
2014;HUANCAVELICA;AURAHUA;CASTROVIRREYNA;SIERRA;16;17;2021;1;Polygon;1;
2014;HUANCAVELICA;ANCO;CHURCAMPA;SIERRA;16;36;2021;1;Polygon;1;
2015;HUANCAVELICA;COSME;CHURCAMPA;SIERRA;16;18;2021;1;Polygon;1;
2012;HUANCAVELICA;PILPICHACA;HUAYTARA;SIERRA;16;26;2021;1;Polygon;1;
2018;HUANCAVELICA;QUERCO;HUAYTARA;SIERRA;16;6;2021;1;Polygon;1;
2015;HUANCAVELICA;DANIEL HERNANDEZ;TAYACAJA;SIERRA;16;31;2021;1;Polygon;1;
2017;HUANCAVELICA;PAMPAS;TAYACAJA;SIERRA;16;32;2021;1;Polygon;1;
2014;HUANCAVELICA;COLCABAMBA;TAYACAJA;SIERRA;16;5;2021;1;Polygon;1;
2016;HUANCAVELICA;SALCABAMBA;TAYACAJA;SIERRA;16;51;2021;1;Polygon;;1
2017;HUANCAVELICA;SURCUBAMBA;TAYACAJA;SIERRA;16;48;2021;1;Polygon;;1
2021;HUANUCO;PILLCO MARCA;HUANUCO;SIERRA;16;4;2021;1;Polygon;1;
2021;HUANUCO;AMARILIS;HUANUCO;SIERRA;16;11;2021;1;Polygon;;1
2021;HUANUCO;AMBO;AMBO;SIERRA;16;11;2021;1;Polygon;1;
2019;HUANUCO;DANIEL ALOMIA ROBLES;LEONCIO PRADO;SELVA;16;34;2021;1;Polygon;1;
2019;HUANUCO;RUPA-RUPA;LEONCIO PRADO;SELVA;16;1;2021;1;Polygon;;1
2018;HUANUCO;LA UNION;DOS DE MAYO;SIERRA;16;44;2021;1;Polygon;;1
2018;HUANUCO;JOSE CRESPO Y CASTILLO;LEONCIO PRADO;SELVA;16;4;2021;1;Polygon;;1
2018;HUANUCO;AMBO;AMBO;SIERRA;16;31;2021;1;Polygon;1;
2018;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;11;2021;1;Polygon;;1
2017;HUANUCO;SAN RAFAEL;AMBO;SIERRA;16;50;2021;1;Polygon;1;
2017;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;27;2021;1;Polygon;;1
2016;HUANUCO;BAÑOS;LAURICOCHA;SIERRA;16;36;2021;1;Polygon;1;
2016;HUANUCO;RUPA-RUPA;LEONCIO PRADO;SELVA;16;36;2021;1;Polygon;1;
2016;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;33;2021;1;Polygon;1;
2016;HUANUCO;SAN PEDRO DE CHAULAN;HUANUCO;SIERRA;16;14;2021;1;Polygon;;1
2015;HUANUCO;CONCHAMARCA;AMBO;SIERRA;16;4;2021;1;Polygon;1;
2015;HUANUCO;PILLCO MARCA;HUANUCO;SIERRA;16;39;2021;1;Polygon;;1
2012;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;31;2021;1;Polygon;1;
2012;HUANUCO;PILLCO MARCA;HUANUCO;SIERRA;16;20;2021;1;Polygon;1;
2014;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;7;2021;1;Polygon;1;
2014;PASCO;POZUZO;OXAPAMPA;SELVA;16;26;2021;1;Polygon;1;
2016;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;8;2021;1;Polygon;;1
2015;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;7;2021;1;Polygon;;1
2014;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;22;2021;1;Polygon;;1
2013;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;46;2021;1;Polygon;;1
2014;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;38;2021;1;Polygon;1;
2015;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;23;2021;1;Polygon;1;
2018;HUANUCO;AMBO;AMBO;SIERRA;16;40;2021;1;Polygon;1;
2019;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;47;2021;1;Polygon;;1
2018;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;24;2021;1;Polygon;1;
2019;HUANUCO;CHURUBAMBA;HUANUCO;SIERRA;16;23;2021;1;Polygon;1;
2018;HUANUCO;CHURUBAMBA;HUANUCO;SIERRA;16;35;2021;1;Polygon;1;
2017;HUANUCO;CHURUBAMBA;HUANUCO;SIERRA;16;16;2021;1;Polygon;1;
2017;HUANUCO;QUISQUI (KICHKI);HUANUCO;SIERRA;16;15;2021;1;Polygon;1;
2016;HUANUCO;SAN PEDRO DE CHAULAN;HUANUCO;SIERRA;16;40;2021;1;Polygon;1;
2018;HUANUCO;SANTA MARIA DEL VALLE;HUANUCO;SIERRA;16;41;2021;1;Polygon;1;
2015;HUANUCO;SANTA MARIA DEL VALLE;HUANUCO;SIERRA;16;31;2021;1;Polygon;1;
2018;HUANUCO;PILLCO MARCA;HUANUCO;SIERRA;16;35;2021;1;Polygon;1;
2019;HUANUCO;CAYNA;AMBO;SIERRA;16;30;2021;1;Polygon;1;
2017;HUANUCO;CAYNA;AMBO;SIERRA;16;37;2021;1;Polygon;;1
2013;HUANUCO;HUACAR;AMBO;SIERRA;16;44;2021;1;Polygon;1;
2016;HUANUCO;SAN RAFAEL;AMBO;SIERRA;16;18;2021;1;Polygon;1;
2021;HUANUCO;SAN RAFAEL;AMBO;SIERRA;16;14;2021;1;Polygon;1;
2019;HUANUCO;LA UNION;DOS DE MAYO;SIERRA;16;39;2021;1;Polygon;1;
2017;HUANUCO;MARIAS;DOS DE MAYO;SIERRA;16;41;2021;1;Polygon;1;
2013;HUANUCO;LA UNION;DOS DE MAYO;SIERRA;16;41;2021;1;Polygon;1;
2015;HUANUCO;SHUNQUI;DOS DE MAYO;SIERRA;16;40;2021;1;Polygon;;1
2015;HUANUCO;LA UNION;DOS DE MAYO;SIERRA;16;25;2021;1;Polygon;;1
2021;HUANUCO;MARIAS;DOS DE MAYO;SIERRA;16;2;2021;1;Polygon;;1
2018;HUANUCO;MARIAS;DOS DE MAYO;SIERRA;16;14;2021;1;Polygon;1;
2017;HUANUCO;MARIAS;DOS DE MAYO;SIERRA;16;33;2021;1;Polygon;1;
2012;HUANUCO;MARIAS;DOS DE MAYO;SIERRA;16;5;2021;1;Polygon;1;
2016;HUANUCO;RIPAN;DOS DE MAYO;SIERRA;16;14;2021;1;Polygon;1;
2016;HUANUCO;RIPAN;DOS DE MAYO;SIERRA;16;3;2021;1;Polygon;1;
2019;HUANUCO;PINRA;HUACAYBAMBA;SIERRA;16;37;2021;1;Polygon;1;
2012;HUANUCO;PINRA;HUACAYBAMBA;SIERRA;16;39;2021;1;Polygon;1;
2016;HUANUCO;PINRA;HUACAYBAMBA;SIERRA;16;2;2021;1;Polygon;1;
2021;HUANUCO;LLATA;HUAMALIES;SIERRA;16;9;2021;1;Polygon;1;
2015;HUANUCO;LLATA;HUAMALIES;SIERRA;16;47;2021;1;Polygon;;1
2013;HUANUCO;SINGA;HUAMALIES;SIERRA;16;1;2021;1;Polygon;1;
2019;HUANUCO;LUYANDO;LEONCIO PRADO;SELVA;16;11;2021;1;Polygon;;1
2018;HUANUCO;CHINCHAO;HUANUCO;SIERRA;16;51;2021;1;Polygon;1;
2018;HUANUCO;HUACRACHUCO;MARAÑON;SIERRA;16;40;2021;1;Polygon;1;
2018;SAN MARTIN;NUEVO PROGRESO;TOCACHE;SELVA;16;21;2021;1;Polygon;1;
2018;HUANUCO;JOSE CRESPO Y CASTILLO;LEONCIO PRADO;SELVA;16;19;2021;1;Polygon;;1
2017;HUANUCO;RUPA-RUPA;LEONCIO PRADO;SELVA;16;7;2021;1;Polygon;1;
2017;HUANUCO;HERMILIO VALDIZAN;LEONCIO PRADO;SELVA;16;42;2021;1;Polygon;;1
2017;HUANUCO;MONZON;HUAMALIES;SELVA;16;25;2021;1;Polygon;1;
2015;HUANUCO;RUPA-RUPA;LEONCIO PRADO;SELVA;16;42;2021;1;Polygon;1;
2013;HUANUCO;RUPA-RUPA;LEONCIO PRADO;SELVA;16;26;2021;1;Polygon;1;
2015;HUANUCO;RUPA-RUPA;LEONCIO PRADO;SELVA;16;6;2021;1;Polygon;;1
2014;HUANUCO;RUPA-RUPA;LEONCIO PRADO;SELVA;16;28;2021;1;Polygon;1;
2015;HUANUCO;DANIEL ALOMIA ROBLES;LEONCIO PRADO;SELVA;16;14;2021;1;Polygon;1;
2015;HUANUCO;JOSE CRESPO Y CASTILLO;LEONCIO PRADO;SELVA;16;7;2021;1;Polygon;;1
2012;HUANUCO;JOSE CRESPO Y CASTILLO;LEONCIO PRADO;SELVA;16;15;2021;1;Polygon;1;
2019;HUANUCO;HUACRACHUCO;MARAÑON;SIERRA;16;2;2021;1;Polygon;1;
2021;PIURA;LA MATANZA;MORROPON;COSTA;16;14;2021;1;Polygon;;1
2012;LA LIBERTAD;HUAYO;PATAZ;SIERRA;16;41;2021;1;Polygon;;1
2012;PIURA;CANCHAQUE;HUANCABAMBA;COSTA;16;44;2021;1;Polygon;;1
2014;UCAYALI;MANANTAY;CORONEL PORTILLO;SELVA;16;2;2021;1;Polygon;;1
2018;UCAYALI;YARINACOCHA;CORONEL PORTILLO;SELVA;16;26;2021;1;Polygon;;1
2021;PIURA;TAMBO GRANDE;PIURA;COSTA;16;12;2021;1;Polygon;;1
2021;LORETO;BARRANCA;DATEM DEL MARAÑON;SELVA;16;14;2021;1;Polygon;;1
2019;PUNO;JULIACA;SAN ROMAN;SIERRA;16;49;2021;1;Polygon;;1
2019;PUNO;JULIACA;SAN ROMAN;SIERRA;16;51;2021;1;Polygon;;1
2017;JUNIN;PICHANAQUI;CHANCHAMAYO;SELVA;16;1;2021;1;Polygon;;1
2017;ANCASH;CHIMBOTE;SANTA;COSTA;16;8;2021;1;Polygon;;1
2013;JUNIN;HUANCAYO;HUANCAYO;SIERRA;16;41;2021;1;Polygon;;1
2013;AMAZONAS;BAGUA GRANDE;UTCUBAMBA;SELVA;16;1;2021;1;Polygon;;1
2012;MADRE DE DIOS;LAS PIEDRAS;TAMBOPATA;SELVA;16;49;2021;1;Polygon;;1
2012;LIMA;INDEPENDENCIA;LIMA;COSTA;16;28;2021;1;Polygon;;1
2012;LIMA;LURIN;LIMA;COSTA;16;18;2021;1;Polygon;;1
2021;LIMA;SAN LUIS;LIMA;COSTA;16;5;2021;1;Polygon;;1
2021;PIURA;PAIMAS;AYABACA;COSTA;16;14;2021;1;Polygon;;1
2021;LA LIBERTAD;TRUJILLO;TRUJILLO;COSTA;16;15;2021;1;Polygon;;1
2021;LA LIBERTAD;TRUJILLO;TRUJILLO;COSTA;16;10;2021;1;Polygon;;1
