Ano;Departamentos;Distritos;provincia;Región natural;Maxepi Week;Semana;Maxyear;Muerte Mat;Geometría;Mmaterna1;Mmaterna2
2018;ICA;GROCIO PRADO;CHINCHA;COSTA;16;16;2021;1;Polygon;1;
2018;UCAYALI;CALLERIA;CORONEL PORTILLO;SELVA;16;5;2021;1;Polygon;1;
2017;LORETO;LAS AMAZONAS;MAYNAS;SELVA;16;20;2021;1;Polygon;1;
2019;UCAYALI;CALLERIA;CORONEL PORTILLO;SELVA;16;27;2021;1;Polygon;1;
2017;LORETO;URARINAS;LORETO;SELVA;16;46;2021;1;Polygon;1;
2017;PIURA;SAN MIGUEL DE EL FAIQUE;HUANCABAMBA;COSTA;16;18;2021;1;Polygon;1;
2018;LIMA;SAN JUAN DE MIRAFLORES;LIMA;COSTA;16;10;2021;1;Polygon;1;
2018;LORETO;SARAYACU;UCAYALI;SELVA;16;50;2021;1;Polygon;1;
2018;UCAYALI;SEPAHUA;ATALAYA;SELVA;16;5;2021;1;Polygon;1;
2017;LORETO;TORRES CAUSANA;MAYNAS;SELVA;16;1;2021;1;Polygon;1;
2019;HUANCAVELICA;TINTAY PUNCU;TAYACAJA;SIERRA;16;39;2021;1;Polygon;1;
2016;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;45;2021;1;Polygon;1;
2019;LA LIBERTAD;GUADALUPE;PACASMAYO;COSTA;16;49;2021;1;Polygon;1;
2018;LA LIBERTAD;TRUJILLO;TRUJILLO;COSTA;16;52;2021;1;Polygon;1;
2019;LAMBAYEQUE;CHICLAYO;CHICLAYO;COSTA;16;22;2021;1;Polygon;1;
2019;PIURA;LAS LOMAS;PIURA;COSTA;16;11;2021;1;Polygon;1;
2017;PIURA;SANTO DOMINGO;MORROPON;COSTA;16;12;2021;1;Polygon;1;
2016;JUNIN;SAN AGUSTIN;HUANCAYO;SIERRA;16;43;2021;1;Polygon;1;
2019;LAMBAYEQUE;MORROPE;LAMBAYEQUE;COSTA;16;19;2021;1;Polygon;1;
2019;UCAYALI;RAYMONDI;ATALAYA;SELVA;16;23;2021;1;Polygon;1;
2018;LIMA;BARRANCA;BARRANCA;COSTA;16;42;2021;1;Polygon;1;
2017;JUNIN;CHUPACA;CHUPACA;SIERRA;16;45;2021;1;Polygon;1;
2018;UCAYALI;IRAZOLA;PADRE ABAD;SELVA;16;34;2021;1;Polygon;1;
2017;UCAYALI;RAYMONDI;ATALAYA;SELVA;16;33;2021;1;Polygon;1;
2017;HUANUCO;SAN MIGUEL DE CAURI;LAURICOCHA;SIERRA;16;18;2021;1;Polygon;1;
2018;LA LIBERTAD;SAN PEDRO DE LLOC;PACASMAYO;COSTA;16;16;2021;1;Polygon;1;
2017;PIURA;PAIMAS;AYABACA;COSTA;16;36;2021;1;Polygon;1;
2018;PUNO;PUTINA;SAN ANTONIO DE PUTINA;SIERRA;16;33;2021;1;Polygon;1;
2018;JUNIN;SATIPO;SATIPO;SELVA;16;20;2021;1;Polygon;1;
2016;JUNIN;MAZAMARI;SATIPO;SELVA;16;42;2021;1;Polygon;1;
2018;LORETO;PASTAZA;DATEM DEL MARAÑON;SELVA;16;48;2021;1;Polygon;1;
2017;ANCASH;HUARAZ;HUARAZ;SIERRA;16;8;2021;1;Polygon;1;
2019;SAN MARTIN;CALZADA;MOYOBAMBA;SELVA;16;7;2021;1;Polygon;1;
2019;PIURA;PARIÑAS;TALARA;COSTA;16;28;2021;1;Polygon;1;
2019;PUNO;PUTINA;SAN ANTONIO DE PUTINA;SIERRA;16;16;2021;1;Polygon;1;
2017;LORETO;SAN PABLO;MARISCAL RAMON CASTILLA;SELVA;16;13;2021;1;Polygon;1;
2018;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;51;2021;1;Polygon;1;
2019;UCAYALI;YARINACOCHA;CORONEL PORTILLO;SELVA;16;10;2021;1;Polygon;1;
2018;CALLAO;CALLAO;CALLAO;COSTA;16;24;2021;1;Polygon;1;
2019;LIMA;RIMAC;LIMA;COSTA;16;40;2021;1;Polygon;1;
2017;PASCO;YANAHUANCA;DANIEL ALCIDES CARRION;SIERRA;16;1;2021;1;Polygon;1;
2018;UCAYALI;PADRE ABAD;PADRE ABAD;SELVA;16;6;2021;1;Polygon;1;
2018;JUNIN;EL TAMBO;HUANCAYO;SIERRA;16;40;2021;1;Polygon;1;
2017;LA LIBERTAD;PATAZ;PATAZ;SIERRA;16;14;2021;1;Polygon;1;
2017;PIURA;HUANCABAMBA;HUANCABAMBA;SIERRA;16;7;2021;1;Polygon;1;
2018;LA LIBERTAD;OTUZCO;OTUZCO;SIERRA;16;37;2021;1;Polygon;1;
2018;LA LIBERTAD;HUAMACHUCO;SANCHEZ CARRION;SIERRA;16;52;2021;1;Polygon;1;
2018;LORETO;VARGAS GUERRA;UCAYALI;SELVA;16;14;2021;1;Polygon;1;
2018;CAJAMARCA;YONAN;CONTUMAZA;COSTA;16;51;2021;1;Polygon;1;
2017;LA LIBERTAD;HUAMACHUCO;SANCHEZ CARRION;SIERRA;16;17;2021;1;Polygon;1;
2019;PIURA;PACAIPAMPA;AYABACA;SIERRA;16;25;2021;1;Polygon;1;
2016;PIURA;SECHURA;SECHURA;COSTA;16;28;2021;1;Polygon;1;
2016;LORETO;PADRE MARQUEZ;UCAYALI;SELVA;16;49;2021;1;Polygon;1;
2017;PIURA;PACAIPAMPA;AYABACA;SIERRA;16;50;2021;1;Polygon;1;
2017;PASCO;YANACANCHA;PASCO;SIERRA;16;14;2021;1;Polygon;1;
2018;LA LIBERTAD;USQUIL;OTUZCO;SIERRA;16;35;2021;1;Polygon;1;
2019;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;COSTA;16;1;2021;1;Polygon;1;
2018;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;SIERRA;16;45;2021;1;Polygon;1;
2017;UCAYALI;YARINACOCHA;CORONEL PORTILLO;SELVA;16;48;2021;1;Polygon;1;
2018;PUNO;HUATA;PUNO;SIERRA;16;38;2021;1;Polygon;1;
2018;LIMA;CAJATAMBO;CAJATAMBO;SIERRA;16;31;2021;1;Polygon;1;
2018;LA LIBERTAD;SARTIMBAMBA;SANCHEZ CARRION;SIERRA;16;43;2021;1;Polygon;1;
2018;PUNO;PUNO;PUNO;SIERRA;16;52;2021;1;Polygon;1;
2017;LA LIBERTAD;BULDIBUYO;PATAZ;SIERRA;16;18;2021;1;Polygon;1;
2017;PUNO;AMANTANI;PUNO;SIERRA;16;48;2021;1;MultiPolygon;1;
2019;PIURA;TAMBO GRANDE;PIURA;COSTA;16;34;2021;1;Polygon;1;
2017;PIURA;PARIÑAS;TALARA;COSTA;16;2;2021;1;Polygon;1;
2017;PIURA;PAITA;PAITA;COSTA;16;15;2021;1;Polygon;1;
2017;PIURA;CATACAOS;PIURA;COSTA;16;18;2021;1;Polygon;1;
2016;PUNO;ASILLO;AZANGARO;SIERRA;16;26;2021;1;Polygon;1;
2019;UCAYALI;MASISEA;CORONEL PORTILLO;SELVA;16;5;2021;1;Polygon;1;
2017;PIURA;HUANCABAMBA;HUANCABAMBA;SIERRA;16;33;2021;1;Polygon;1;
2019;JUNIN;CHILCA;HUANCAYO;SIERRA;16;5;2021;1;Polygon;1;
2019;LORETO;SAN PABLO;MARISCAL RAMON CASTILLA;SELVA;16;38;2021;1;Polygon;1;
2018;LIMA;CHORRILLOS;LIMA;COSTA;16;41;2021;1;Polygon;1;
2018;ICA;PALPA;PALPA;COSTA;16;19;2021;1;Polygon;1;
2015;PUNO;JULIACA;SAN ROMAN;SIERRA;16;49;2021;1;Polygon;1;
2018;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;COSTA;16;14;2021;1;Polygon;1;
2018;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;COSTA;16;25;2021;1;Polygon;1;
2016;PUNO;MOHO;MOHO;SIERRA;16;44;2021;1;Polygon;1;
2017;ANCASH;QUILLO;YUNGAY;COSTA;16;21;2021;1;Polygon;1;
2017;ICA;ICA;ICA;COSTA;16;51;2021;1;Polygon;1;
2017;SAN MARTIN;HUALLAGA;BELLAVISTA;SELVA;16;1;2021;1;Polygon;1;
2018;LORETO;LAGUNAS;ALTO AMAZONAS;SELVA;16;18;2021;1;Polygon;1;
2019;ANCASH;INDEPENDENCIA;HUARAZ;SIERRA;16;30;2021;1;Polygon;1;
2016;LIMA;EL AGUSTINO;LIMA;COSTA;16;40;2021;1;Polygon;1;
2019;LIMA;VILLA EL SALVADOR;LIMA;COSTA;16;20;2021;1;Polygon;1;
2012;PIURA;AYABACA;AYABACA;SIERRA;16;18;2021;1;Polygon;1;
2013;SAN MARTIN;SACANCHE;HUALLAGA;SELVA;16;32;2021;1;Polygon;1;
2014;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;COSTA;16;36;2021;1;Polygon;1;
2015;PIURA;CASTILLA;PIURA;COSTA;16;30;2021;1;Polygon;1;
2014;PIURA;SAPILLICA;AYABACA;COSTA;16;27;2021;1;Polygon;1;
2013;TACNA;ALTO DE LA ALIANZA;TACNA;COSTA;16;40;2021;1;Polygon;1;
2013;LIMA;SAN ANTONIO;CAÑETE;COSTA;16;48;2021;1;Polygon;1;
2014;JUNIN;HUANCAYO;HUANCAYO;SIERRA;16;8;2021;1;Polygon;1;
2013;PUNO;JULIACA;SAN ROMAN;SIERRA;16;28;2021;1;Polygon;1;
2015;LIMA;COMAS;LIMA;COSTA;16;35;2021;1;Polygon;1;
2015;PUNO;PUSI;HUANCANE;SIERRA;16;18;2021;1;Polygon;1;
2012;JUNIN;PERENE;CHANCHAMAYO;SELVA;16;26;2021;1;Polygon;1;
2015;LIMA;CHILCA;CAÑETE;COSTA;16;32;2021;1;Polygon;1;
2013;ANCASH;SAN JUAN;SIHUAS;SIERRA;16;40;2021;1;Polygon;1;
2012;LA LIBERTAD;USQUIL;OTUZCO;SIERRA;16;16;2021;1;Polygon;1;
2014;LA LIBERTAD;CASCAS;GRAN CHIMU;COSTA;16;45;2021;1;Polygon;1;
2012;UCAYALI;MASISEA;CORONEL PORTILLO;SELVA;16;16;2021;1;Polygon;1;
2015;CAJAMARCA;NANCHOC;SAN MIGUEL;COSTA;16;27;2021;1;Polygon;1;
2012;HUANCAVELICA;LIRCAY;ANGARAES;SIERRA;16;32;2021;1;Polygon;1;
2015;UCAYALI;CALLERIA;CORONEL PORTILLO;SELVA;16;29;2021;1;Polygon;1;
2015;LORETO;MAQUIA;REQUENA;SELVA;16;21;2021;1;Polygon;1;
2013;LAMBAYEQUE;JOSE LEONARDO ORTIZ;CHICLAYO;COSTA;16;12;2021;1;Polygon;1;
2015;PUNO;JULIACA;SAN ROMAN;SIERRA;16;44;2021;1;Polygon;1;
2016;JUNIN;HUANCAYO;HUANCAYO;SIERRA;16;12;2021;1;Polygon;1;
2015;PUNO;ACORA;PUNO;SIERRA;16;48;2021;1;MultiPolygon;1;
2016;LIMA;VILLA EL SALVADOR;LIMA;COSTA;16;45;2021;1;Polygon;1;
2012;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIPA;TACNA;COSTA;16;27;2021;1;Polygon;1;
2015;LORETO;SAN JUAN BAUTISTA;MAYNAS;SELVA;16;52;2021;1;Polygon;1;
2015;PUNO;ASILLO;AZANGARO;SIERRA;16;33;2021;1;Polygon;1;
2016;LIMA;SAN ANDRES DE TUPICOCHA;HUAROCHIRI;SIERRA;16;42;2021;1;Polygon;1;
2012;UCAYALI;IRAZOLA;PADRE ABAD;SELVA;16;49;2021;1;Polygon;1;
2013;CAJAMARCA;SAN JOSE DEL ALTO;JAEN;SELVA;16;20;2021;1;Polygon;1;
2012;CAJAMARCA;CHIRINOS;SAN IGNACIO;SELVA;16;36;2021;1;Polygon;1;
2015;HUANUCO;RUPA-RUPA;LEONCIO PRADO;SELVA;16;41;2021;1;Polygon;1;
2013;AYACUCHO;QUINUA;HUAMANGA;SIERRA;16;11;2021;1;Polygon;1;
2016;UCAYALI;RAYMONDI;ATALAYA;SELVA;16;30;2021;1;Polygon;1;
2015;JUNIN;EL TAMBO;HUANCAYO;SIERRA;16;45;2021;1;Polygon;1;
2013;LORETO;MAQUIA;REQUENA;SELVA;16;18;2021;1;Polygon;1;
2015;PUNO;ILAVE;EL COLLAO;SIERRA;16;12;2021;1;Polygon;1;
2013;UCAYALI;CALLERIA;CORONEL PORTILLO;SELVA;16;32;2021;1;Polygon;1;
2014;PIURA;CASTILLA;PIURA;COSTA;16;41;2021;1;Polygon;1;
2014;LA LIBERTAD;HUANCASPATA;PATAZ;SIERRA;16;18;2021;1;Polygon;1;
2014;JUNIN;PARIAHUANCA;HUANCAYO;SIERRA;16;46;2021;1;Polygon;1;
2015;UCAYALI;PURUS;PURUS;SELVA;16;14;2021;1;Polygon;1;
2015;LA LIBERTAD;BAMBAMARCA;BOLIVAR;SIERRA;16;3;2021;1;Polygon;1;
2012;LA LIBERTAD;LAREDO;TRUJILLO;COSTA;16;51;2021;1;Polygon;1;
2013;SAN MARTIN;BAJO BIAVO;BELLAVISTA;SELVA;16;2;2021;1;Polygon;1;
2012;LORETO;BALSAPUERTO;ALTO AMAZONAS;SELVA;16;11;2021;1;Polygon;1;
2013;LA LIBERTAD;CHUGAY;SANCHEZ CARRION;SIERRA;16;15;2021;1;Polygon;1;
2012;PIURA;SONDORILLO;HUANCABAMBA;SIERRA;16;11;2021;1;Polygon;1;
2015;PUNO;HUAYRAPATA;MOHO;SIERRA;16;2;2021;1;Polygon;1;
2012;HUANUCO;PAMPAMARCA;YAROWILCA;SIERRA;16;42;2021;1;Polygon;1;
2013;HUANUCO;CAHUAC;YAROWILCA;SIERRA;16;48;2021;1;Polygon;1;
2014;HUANUCO;SAN BUENAVENTURA;MARAÑON;SIERRA;16;1;2021;1;Polygon;1;
2012;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;SELVA;16;21;2021;1;Polygon;1;
2012;SAN MARTIN;ALTO BIAVO;BELLAVISTA;SELVA;16;49;2021;1;Polygon;1;
2013;PIURA;LAGUNAS;AYABACA;SIERRA;16;39;2021;1;Polygon;1;
2015;PIURA;PARIÑAS;TALARA;COSTA;16;35;2021;1;Polygon;1;
2013;TUMBES;TUMBES;TUMBES;COSTA;16;26;2021;1;Polygon;1;
2012;LAMBAYEQUE;TUCUME;LAMBAYEQUE;COSTA;16;23;2021;1;Polygon;1;
2015;PIURA;CASTILLA;PIURA;COSTA;16;1;2021;1;Polygon;1;
2016;PIURA;PARIÑAS;TALARA;COSTA;16;2;2021;1;Polygon;1;
2013;LA LIBERTAD;HUANCHACO;TRUJILLO;COSTA;16;52;2021;1;Polygon;1;
2018;LAMBAYEQUE;PATAPO;CHICLAYO;COSTA;16;19;2021;1;Polygon;1;
2013;LA LIBERTAD;CHEPEN;CHEPEN;COSTA;16;30;2021;1;Polygon;1;
2014;LAMBAYEQUE;MOTUPE;LAMBAYEQUE;COSTA;16;42;2021;1;Polygon;1;
2015;PIURA;PIURA;PIURA;COSTA;16;33;2021;1;Polygon;1;
2014;SAN MARTIN;TARAPOTO;SAN MARTIN;SELVA;16;1;2021;1;Polygon;1;
2013;LA LIBERTAD;HUASO;JULCAN;SIERRA;16;10;2021;1;Polygon;1;
2013;PUNO;ACORA;PUNO;SIERRA;16;34;2021;1;MultiPolygon;1;
2014;PUNO;TINICACHI;YUNGUYO;SIERRA;16;10;2021;1;Polygon;1;
2015;PIURA;HUANCABAMBA;HUANCABAMBA;SIERRA;16;31;2021;1;Polygon;1;
2013;LIMA;SAN JUAN DE MIRAFLORES;LIMA;COSTA;16;15;2021;1;Polygon;1;
2016;LIMA;INDEPENDENCIA;LIMA;COSTA;16;41;2021;1;Polygon;1;
2012;LIMA;SAN VICENTE DE CAÑETE;CAÑETE;COSTA;16;26;2021;1;Polygon;1;
2015;UCAYALI;MANANTAY;CORONEL PORTILLO;SELVA;16;32;2021;1;Polygon;1;
2013;PIURA;QUERECOTILLO;SULLANA;COSTA;16;10;2021;1;Polygon;1;
2016;LIMA;PUENTE PIEDRA;LIMA;COSTA;16;3;2021;1;Polygon;1;
2012;JUNIN;EL TAMBO;HUANCAYO;SIERRA;16;11;2021;1;Polygon;1;
2015;LIMA;ANCON;LIMA;COSTA;16;44;2021;1;Polygon;1;
2016;LORETO;CAHUAPANAS;DATEM DEL MARAÑON;SELVA;16;20;2021;1;Polygon;1;
2013;LAMBAYEQUE;INCAHUASI;FERREÑAFE;SIERRA;16;33;2021;1;Polygon;1;
2012;PIURA;HUARMACA;HUANCABAMBA;SIERRA;16;5;2021;1;Polygon;1;
2015;LAMBAYEQUE;INCAHUASI;FERREÑAFE;SIERRA;16;23;2021;1;Polygon;1;
2015;PIURA;LAGUNAS;AYABACA;SIERRA;16;20;2021;1;Polygon;1;
2014;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;5;2021;1;Polygon;1;
2015;PIURA;FRIAS;AYABACA;COSTA;16;41;2021;1;Polygon;1;
2014;LORETO;RAMON CASTILLA;MARISCAL RAMON CASTILLA;SELVA;16;3;2021;1;Polygon;1;
2015;LORETO;YURIMAGUAS;ALTO AMAZONAS;SELVA;16;9;2021;1;Polygon;1;
2014;LORETO;BARRANCA;DATEM DEL MARAÑON;SELVA;16;21;2021;1;Polygon;1;
2015;LORETO;BALSAPUERTO;ALTO AMAZONAS;SELVA;16;42;2021;1;Polygon;1;
2014;LORETO;MORONA;DATEM DEL MARAÑON;SELVA;16;29;2021;1;Polygon;1;
2015;LA LIBERTAD;SARTIMBAMBA;SANCHEZ CARRION;SIERRA;16;16;2021;1;Polygon;1;
2016;LA LIBERTAD;TAURIJA;PATAZ;SIERRA;16;2;2021;1;Polygon;1;
2013;LORETO;PAMPA HERMOSA;UCAYALI;SELVA;16;27;2021;1;Polygon;1;
2012;SAN MARTIN;PICOTA;PICOTA;SELVA;16;12;2021;1;Polygon;1;
2014;PIURA;SAPILLICA;AYABACA;COSTA;16;28;2021;1;Polygon;1;
2015;JUNIN;RIO TAMBO;SATIPO;SELVA;16;4;2021;1;Polygon;1;
2014;JUNIN;RIO TAMBO;SATIPO;SELVA;16;51;2021;1;Polygon;1;
2012;LORETO;PARINARI;LORETO;SELVA;16;50;2021;1;Polygon;1;
2012;LORETO;ANDOAS;DATEM DEL MARAÑON;SELVA;16;12;2021;1;Polygon;1;
2013;SAN MARTIN;SAN MARTIN;EL DORADO;SELVA;16;29;2021;1;Polygon;1;
2012;LORETO;YURIMAGUAS;ALTO AMAZONAS;SELVA;16;13;2021;1;Polygon;1;
2014;JUNIN;PANGOA;SATIPO;SELVA;16;4;2021;1;Polygon;1;
2015;LORETO;BARRANCA;DATEM DEL MARAÑON;SELVA;16;23;2021;1;Polygon;1;
2013;LORETO;NAUTA;LORETO;SELVA;16;1;2021;1;Polygon;1;
2012;LAMBAYEQUE;INCAHUASI;FERREÑAFE;SIERRA;16;5;2021;1;Polygon;1;
2016;LA LIBERTAD;CHILLIA;PATAZ;SIERRA;16;2;2021;1;Polygon;1;
2013;LA LIBERTAD;SITABAMBA;SANTIAGO DE CHUCO;SIERRA;16;11;2021;1;Polygon;1;
2012;LA LIBERTAD;CHILLIA;PATAZ;SIERRA;16;25;2021;1;Polygon;1;
2015;PIURA;HUARMACA;HUANCABAMBA;SIERRA;16;26;2021;1;Polygon;1;
2012;PIURA;HUANCABAMBA;HUANCABAMBA;SIERRA;16;30;2021;1;Polygon;1;
2014;LA LIBERTAD;SINSICAP;OTUZCO;SIERRA;16;8;2021;1;Polygon;1;
2013;HUANUCO;HUACRACHUCO;MARAÑON;SIERRA;16;35;2021;1;Polygon;1;
2013;PUNO;PUSI;HUANCANE;SIERRA;16;18;2021;1;Polygon;1;
2012;SAN MARTIN;NUEVA CAJAMARCA;RIOJA;SELVA;16;12;2021;1;Polygon;1;
2014;LA LIBERTAD;SARIN;SANCHEZ CARRION;SIERRA;16;50;2021;1;Polygon;1;
2013;PIURA;HUARMACA;HUANCABAMBA;SIERRA;16;49;2021;1;Polygon;1;
2013;PIURA;SICCHEZ;AYABACA;COSTA;16;46;2021;1;Polygon;1;
2014;LIMA;SAN JUAN DE MIRAFLORES;LIMA;COSTA;16;53;2021;1;Polygon;1;
2013;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;30;2021;1;Polygon;1;
2012;LIMA;PACHACAMAC;LIMA;COSTA;16;6;2021;1;Polygon;1;
2015;LA LIBERTAD;SANTIAGO DE CAO;ASCOPE;COSTA;16;10;2021;1;Polygon;1;
2016;LA LIBERTAD;EL PORVENIR;TRUJILLO;COSTA;16;47;2021;1;Polygon;1;
2017;LAMBAYEQUE;TUMAN;CHICLAYO;COSTA;16;34;2021;1;Polygon;1;
2015;LIMA;CALANGO;CAÑETE;COSTA;16;24;2021;1;Polygon;1;
2012;LIMA;MALA;CAÑETE;COSTA;16;29;2021;1;Polygon;1;
2014;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;46;2021;1;Polygon;1;
2012;LIMA;IMPERIAL;CAÑETE;COSTA;16;21;2021;1;Polygon;1;
2012;CAJAMARCA;LLAMA;CHOTA;SIERRA;16;47;2021;1;Polygon;1;
2014;SAN MARTIN;SAPOSOA;HUALLAGA;SELVA;16;25;2021;1;Polygon;1;
2015;CAJAMARCA;JAEN;JAEN;SELVA;16;24;2021;1;Polygon;1;
2015;LORETO;ANDOAS;DATEM DEL MARAÑON;SELVA;16;10;2021;1;Polygon;1;
2013;LORETO;CAPELO;REQUENA;SELVA;16;23;2021;1;Polygon;1;
2013;LORETO;SAN JUAN BAUTISTA;MAYNAS;SELVA;16;33;2021;1;Polygon;1;
2014;JUNIN;SATIPO;SATIPO;SELVA;16;39;2021;1;Polygon;1;
2013;LORETO;PUNCHANA;MAYNAS;SELVA;16;8;2021;1;Polygon;1;
2016;SAN MARTIN;NUEVA CAJAMARCA;RIOJA;SELVA;16;11;2021;1;Polygon;1;
2015;LORETO;PUNCHANA;MAYNAS;SELVA;16;44;2021;1;Polygon;1;
2013;UCAYALI;CURIMANA;PADRE ABAD;SELVA;16;29;2021;1;Polygon;1;
2019;JUNIN;PICHANAQUI;CHANCHAMAYO;SELVA;16;32;2021;1;Polygon;1;
2014;SAN MARTIN;TRES UNIDOS;PICOTA;SELVA;16;40;2021;1;Polygon;1;
2013;PUNO;SAN ANTON;AZANGARO;SIERRA;16;6;2021;1;Polygon;1;
2012;PUNO;JULIACA;SAN ROMAN;SIERRA;16;30;2021;1;Polygon;1;
2012;JUNIN;HUAYUCACHI;HUANCAYO;SIERRA;16;15;2021;1;Polygon;1;
2013;JUNIN;EL TAMBO;HUANCAYO;SIERRA;16;17;2021;1;Polygon;1;
2012;HUANCAVELICA;ACORIA;HUANCAVELICA;SIERRA;16;51;2021;1;Polygon;1;
2012;PUNO;SAMAN;AZANGARO;SIERRA;16;52;2021;1;Polygon;1;
2012;LA LIBERTAD;TAYABAMBA;PATAZ;SIERRA;16;13;2021;1;Polygon;1;
2014;PUNO;JULIACA;SAN ROMAN;SIERRA;16;26;2021;1;Polygon;1;
2014;ICA;PISCO;PISCO;COSTA;16;25;2021;1;Polygon;1;
2015;LORETO;BELEN;MAYNAS;SELVA;16;13;2021;1;Polygon;1;
2012;LORETO;BALSAPUERTO;ALTO AMAZONAS;SELVA;16;25;2021;1;Polygon;1;
2014;HUANCAVELICA;ASCENSION;HUANCAVELICA;SIERRA;16;44;2021;1;Polygon;1;
2015;PUNO;JULIACA;SAN ROMAN;SIERRA;16;35;2021;1;Polygon;1;
2014;LAMBAYEQUE;CHICLAYO;CHICLAYO;COSTA;16;24;2021;1;Polygon;1;
2012;PIURA;BELLAVISTA;SULLANA;COSTA;16;45;2021;1;Polygon;1;
2014;LIMA;EL AGUSTINO;LIMA;COSTA;16;24;2021;1;Polygon;1;
2016;LA LIBERTAD;LA ESPERANZA;TRUJILLO;COSTA;16;10;2021;1;Polygon;1;
2016;LA LIBERTAD;LA ESPERANZA;TRUJILLO;COSTA;16;29;2021;1;Polygon;1;
2012;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;COSTA;16;42;2021;1;Polygon;1;
2013;LIMA;HUARAL;HUARAL;COSTA;16;17;2021;1;Polygon;1;
2015;LIMA;LA VICTORIA;LIMA;COSTA;16;43;2021;1;Polygon;1;
2013;LIMA;EL AGUSTINO;LIMA;COSTA;16;43;2021;1;Polygon;1;
2013;LIMA;COMAS;LIMA;COSTA;16;28;2021;1;Polygon;1;
2013;UCAYALI;CURIMANA;PADRE ABAD;SELVA;16;38;2021;1;Polygon;1;
2013;LORETO;SAN PABLO;MARISCAL RAMON CASTILLA;SELVA;16;28;2021;1;Polygon;1;
2012;LORETO;PUNCHANA;MAYNAS;SELVA;16;10;2021;1;Polygon;1;
2015;UCAYALI;YARINACOCHA;CORONEL PORTILLO;SELVA;16;36;2021;1;Polygon;1;
2014;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;SELVA;16;47;2021;1;Polygon;1;
2015;SAN MARTIN;TOCACHE;TOCACHE;SELVA;16;28;2021;1;Polygon;1;
2018;ANCASH;ACOCHACA;ASUNCION;SIERRA;16;50;2021;1;Polygon;1;
2012;PUNO;JULIACA;SAN ROMAN;SIERRA;16;23;2021;1;Polygon;1;
2015;PUNO;PUNO;PUNO;SIERRA;16;48;2021;1;Polygon;1;
2015;PIURA;HUANCABAMBA;HUANCABAMBA;SIERRA;16;13;2021;1;Polygon;1;
2013;PIURA;SULLANA;SULLANA;COSTA;16;2;2021;1;Polygon;1;
2012;LORETO;RAMON CASTILLA;MARISCAL RAMON CASTILLA;SELVA;16;23;2021;1;Polygon;1;
2013;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;14;2021;1;Polygon;1;
2013;JUNIN;SATIPO;SATIPO;SELVA;16;29;2021;1;Polygon;1;
2014;LA LIBERTAD;COCHORCO;SANCHEZ CARRION;SIERRA;16;53;2021;1;Polygon;1;
2012;LA LIBERTAD;USQUIL;OTUZCO;SIERRA;16;27;2021;1;Polygon;1;
2012;PIURA;PACAIPAMPA;AYABACA;SIERRA;16;34;2021;1;Polygon;1;
2015;PUNO;JULIACA;SAN ROMAN;SIERRA;16;8;2021;1;Polygon;1;
2014;LA LIBERTAD;CACHICADAN;SANTIAGO DE CHUCO;SIERRA;16;40;2021;1;Polygon;1;
2016;LAMBAYEQUE;MORROPE;LAMBAYEQUE;COSTA;16;4;2021;1;Polygon;1;
2014;UCAYALI;YARINACOCHA;CORONEL PORTILLO;SELVA;16;10;2021;1;Polygon;1;
2016;LIMA;CAJATAMBO;CAJATAMBO;SIERRA;16;8;2021;1;Polygon;1;
2016;LORETO;NAUTA;LORETO;SELVA;16;30;2021;1;Polygon;1;
2014;PASCO;PUERTO BERMUDEZ;OXAPAMPA;SELVA;16;38;2021;1;Polygon;1;
2013;PUNO;ASILLO;AZANGARO;SIERRA;16;50;2021;1;Polygon;1;
2013;PIURA;YAMANGO;MORROPON;COSTA;16;38;2021;1;Polygon;1;
2015;PIURA;FRIAS;AYABACA;COSTA;16;27;2021;1;Polygon;1;
2013;SAN MARTIN;TOCACHE;TOCACHE;SELVA;16;19;2021;1;Polygon;1;
2012;LA LIBERTAD;SINSICAP;OTUZCO;SIERRA;16;50;2021;1;Polygon;1;
2015;LA LIBERTAD;PARCOY;PATAZ;SIERRA;16;14;2021;1;Polygon;1;
2015;LAMBAYEQUE;JOSE LEONARDO ORTIZ;CHICLAYO;COSTA;16;32;2021;1;Polygon;1;
2013;TUMBES;SAN JACINTO;TUMBES;COSTA;16;43;2021;1;Polygon;1;
2012;AMAZONAS;LONYA GRANDE;UTCUBAMBA;SELVA;16;21;2021;1;Polygon;1;
2014;PIURA;SECHURA;SECHURA;COSTA;16;10;2021;1;Polygon;1;
